ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
12024,2994.0,337,360,1,Female,No,0,Not Graduate,No,Urban,Y
11222,3859.0,141,180,1,Male,Yes,3+,Not Graduate,Yes,Urban,Y
5821,3312.0,231,120,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
4992,4979.0,124,240,1,Female,No,0,Graduate,No,Semiurban,Y
3820,0.0,204,180,1,Male,No,2,Graduate,Yes,Semiurban,Y
7727,1725.0,109,360,1,Male,Yes,0,Graduate,No,Urban,Y
7748,4532.0,202,360,1,Male,No,0,Graduate,No,Urban,Y
4335,0.0,143,240,1,Female,No,2,Graduate,No,Semiurban,Y
6652,3412.0,187,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
8364,0.0,169,360,1,Male,Yes,1,Graduate,No,Rural,Y
4863,1655.0,197,360,1,Female,Yes,0,Graduate,No,Rural,Y
5537,1632.0,84,360,1,Male,No,0,Graduate,No,Rural,Y
5516,0.0,149,360,1,Female,Yes,1,Not Graduate,No,Rural,Y
4435,0.0,226,240,1,Male,Yes,1,Graduate,No,Rural,Y
5582,1605.0,238,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
3279,0.0,184,360,1,Male,No,0,Graduate,No,Urban,Y
5404,3778.0,229,360,1,Male,No,1,Graduate,No,Semiurban,Y
5437,2674.0,147,480,1,Female,No,1,Not Graduate,No,Urban,Y
5850,3412.0,60,360,1,Female,Yes,1,Graduate,No,Urban,Y
7293,2071.0,126,360,1,Female,No,0,Not Graduate,No,Semiurban,Y
3717,5770.0,162,360,1,Male,No,0,Not Graduate,No,Semiurban,Y
3951,0.0,170,240,0,Male,No,0,Not Graduate,No,Semiurban,N
4394,0.0,180,360,0,Male,No,1,Graduate,Yes,Rural,N
3591,0.0,157,360,1,Female,No,0,Graduate,Yes,Semiurban,Y
7641,2418.0,158,360,1,Male,Yes,2,Graduate,No,Rural,Y
4784,0.0,207,180,1,Female,Yes,0,Graduate,No,Urban,Y
5923,0.0,117,360,1,Male,No,1,Graduate,No,Urban,Y
4260,0.0,169,360,1,Male,Yes,2,Graduate,No,Urban,Y
5182,0.0,184,180,0,Female,Yes,1,Graduate,Yes,Semiurban,N
6783,0.0,128,180,0,Female,Yes,0,Graduate,No,Urban,Y
6919,0.0,142,360,1,Male,No,0,Graduate,No,Semiurban,Y
4010,3354.0,271,360,1,Female,Yes,1,Not Graduate,No,Urban,Y
5805,2218.0,166,360,1,Female,No,1,Graduate,No,Rural,Y
4286,0.0,380,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
5720,2149.0,162,360,1,Female,Yes,0,Graduate,No,Urban,Y
4636,0.0,211,360,1,Male,Yes,0,Graduate,No,Rural,Y
12377,2082.0,96,240,1,Male,Yes,1,Graduate,No,Urban,Y
8344,1576.0,84,360,1,Female,Yes,2,Graduate,No,Rural,Y
7044,1661.0,112,360,1,Male,Yes,2,Not Graduate,No,Urban,Y
5355,3093.0,221,360,1,Female,Yes,0,Graduate,No,Urban,Y
8447,2966.0,143,240,1,Female,No,1,Graduate,No,Rural,Y
5873,0.0,95,180,1,Male,No,0,Not Graduate,No,Semiurban,Y
11794,3282.0,161,180,0,Male,No,0,Graduate,No,Semiurban,Y
8812,0.0,213,360,1,Male,No,2,Graduate,No,Semiurban,Y
5167,1124.0,116,360,1,Male,No,0,Graduate,No,Semiurban,Y
11179,5560.0,218,360,1,Male,Yes,2,Graduate,Yes,Rural,Y
5365,1787.0,102,120,1,Female,No,1,Not Graduate,No,Semiurban,Y
12711,3984.0,210,360,1,Female,No,1,Graduate,No,Urban,Y
11450,1613.0,233,360,1,Female,No,0,Not Graduate,No,Semiurban,Y
6768,3776.0,125,360,1,Male,Yes,2,Graduate,No,Urban,Y
3316,2033.0,245,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
6554,0.0,265,180,1,Female,Yes,3+,Graduate,No,Urban,Y
3869,0.0,181,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
4688,0.0,128,360,1,Female,No,0,Graduate,No,Semiurban,Y
4819,0.0,390,360,1,Male,No,1,Graduate,No,Urban,Y
3858,0.0,122,180,1,Female,Yes,1,Graduate,No,Urban,Y
6564,2283.0,279,240,1,Male,No,2,Graduate,No,Rural,Y
4486,0.0,320,360,1,Female,No,0,Graduate,Yes,Rural,Y
5461,1546.0,183,360,1,Male,No,0,Graduate,No,Rural,Y
4834,2936.0,109,360,1,Male,Yes,2,Graduate,Yes,Semiurban,Y
7306,0.0,178,360,0,Male,Yes,2,Not Graduate,Yes,Rural,N
7086,5969.0,341,360,1,Female,No,0,Graduate,No,Urban,Y
5292,0.0,128,360,1,Female,Yes,0,Graduate,No,Urban,Y
7458,2756.0,154,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
9828,3034.0,79,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
2756,2485.0,154,360,1,Male,No,0,Graduate,Yes,Urban,Y
4732,0.0,200,120,1,Female,No,0,Graduate,No,Semiurban,Y
4116,2050.0,113,180,1,Female,Yes,2,Graduate,No,Urban,Y
4577,4340.0,275,180,1,Male,Yes,1,Graduate,No,Semiurban,Y
2640,2298.0,99,360,0,Male,Yes,0,Not Graduate,No,Rural,N
2729,1194.0,129,360,1,Male,Yes,3+,Graduate,No,Semiurban,Y
2338,0.0,254,360,1,Male,No,2,Graduate,No,Semiurban,N
4896,4878.0,150,120,0,Female,Yes,0,Graduate,No,Semiurban,N
4844,2217.0,299,360,1,Male,Yes,0,Graduate,No,Urban,Y
10455,2948.0,86,360,1,Male,No,0,Graduate,No,Rural,Y
6356,0.0,140,360,1,Female,Yes,1,Graduate,Yes,Rural,Y
7378,0.0,179,360,0,Female,No,1,Graduate,Yes,Semiurban,N
25384,0.0,336,360,1,Female,Yes,0,Not Graduate,No,Rural,Y
2758,0.0,167,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
11886,0.0,194,360,1,Male,No,0,Graduate,No,Urban,Y
5889,2567.0,158,360,1,Female,Yes,0,Graduate,No,Urban,Y
5048,1706.0,152,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
4760,0.0,128,180,0,Female,Yes,2,Graduate,No,Urban,N
6862,2735.0,185,360,1,Male,Yes,0,Graduate,No,Rural,Y
5064,2177.0,144,360,0,Female,Yes,2,Graduate,No,Semiurban,N
3821,0.0,199,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
4826,1732.0,166,360,1,Male,No,2,Not Graduate,No,Urban,Y
6943,4166.0,139,360,1,Male,No,0,Graduate,No,Urban,Y
7925,0.0,276,360,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
12451,0.0,124,360,1,Male,Yes,0,Graduate,No,Urban,Y
6245,1865.0,79,360,0,Female,Yes,2,Graduate,No,Semiurban,N
10087,2470.0,130,360,1,Male,Yes,0,Graduate,No,Rural,Y
5541,2556.0,77,120,1,Male,No,2,Graduate,Yes,Rural,Y
5844,0.0,146,360,0,Female,No,0,Graduate,No,Urban,Y
5721,2216.0,267,360,1,Male,Yes,0,Graduate,No,Rural,Y
6549,0.0,270,360,1,Female,Yes,2,Graduate,No,Urban,Y
8529,3486.0,134,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
4984,1746.0,192,360,1,Male,No,1,Graduate,No,Semiurban,Y
4193,0.0,208,360,1,Female,No,2,Not Graduate,No,Semiurban,Y
8825,3166.0,97,240,1,Female,Yes,0,Graduate,No,Semiurban,Y
8552,0.0,241,360,1,Male,No,1,Not Graduate,No,Rural,Y
10800,0.0,102,180,0,Male,Yes,0,Graduate,No,Semiurban,Y
4695,0.0,138,360,1,Male,Yes,0,Graduate,No,Urban,Y
5463,1722.0,109,360,0,Female,Yes,2,Graduate,No,Rural,N
8971,0.0,179,180,1,Female,No,0,Graduate,No,Semiurban,Y
4962,0.0,119,180,1,Male,No,0,Graduate,No,Urban,Y
7782,1356.0,128,360,0,Male,Yes,0,Graduate,No,Semiurban,N
5551,2541.0,223,360,1,Female,No,2,Graduate,No,Urban,Y
6847,0.0,133,360,0,Male,Yes,3+,Not Graduate,No,Semiurban,N
3795,0.0,159,360,1,Male,No,0,Graduate,No,Rural,Y
6212,0.0,101,240,1,Male,No,0,Graduate,No,Semiurban,Y
2236,2322.0,92,360,1,Female,Yes,0,Graduate,No,Urban,Y
9740,0.0,170,120,1,Female,Yes,1,Not Graduate,No,Rural,Y
8222,1591.0,132,360,1,Male,No,1,Graduate,No,Rural,Y
4096,0.0,295,360,1,Male,Yes,0,Graduate,No,Urban,Y
11988,0.0,351,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
9476,5693.0,104,180,1,Male,Yes,2,Not Graduate,No,Rural,Y
3856,0.0,93,360,1,Male,Yes,2,Graduate,No,Urban,Y
4839,0.0,298,360,1,Male,No,0,Graduate,No,Semiurban,Y
3930,1685.0,187,360,1,Male,Yes,2,Not Graduate,No,Rural,Y
6927,3141.0,168,360,1,Female,No,2,Graduate,Yes,Urban,Y
4759,0.0,96,360,1,Male,No,1,Graduate,No,Rural,Y
2906,4563.0,339,180,1,Female,Yes,1,Not Graduate,No,Semiurban,Y
5834,1447.0,118,360,1,Male,Yes,1,Graduate,Yes,Urban,Y
8673,0.0,211,360,1,Female,No,2,Graduate,No,Urban,Y
6264,0.0,207,360,0,Female,Yes,0,Graduate,No,Semiurban,N
7484,0.0,90,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6509,0.0,125,360,1,Female,No,1,Not Graduate,No,Semiurban,Y
8075,3385.0,98,120,1,Female,No,0,Graduate,Yes,Semiurban,Y
6749,0.0,80,240,1,Female,Yes,0,Graduate,No,Semiurban,Y
5706,3592.0,146,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6233,1975.0,102,240,0,Male,Yes,0,Graduate,No,Urban,Y
10982,0.0,118,240,1,Female,No,2,Not Graduate,No,Semiurban,Y
7663,4435.0,95,360,1,Male,Yes,0,Graduate,No,Rural,Y
4092,3255.0,140,360,1,Female,No,1,Graduate,No,Urban,Y
6192,2730.0,294,240,1,Female,Yes,0,Graduate,No,Rural,Y
6875,5949.0,177,360,1,Male,Yes,1,Graduate,No,Rural,Y
5631,2067.0,130,360,1,Male,Yes,2,Graduate,No,Urban,Y
2910,0.0,154,360,1,Male,Yes,3+,Graduate,No,Semiurban,Y
4240,1825.0,173,360,1,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
5070,0.0,174,360,1,Male,No,0,Graduate,Yes,Rural,Y
12634,2396.0,142,180,1,Female,Yes,0,Graduate,Yes,Urban,Y
7312,0.0,122,360,1,Male,Yes,0,Graduate,No,Urban,Y
3280,3648.0,211,180,1,Male,No,0,Not Graduate,Yes,Semiurban,Y
5774,1712.0,106,360,1,Male,Yes,1,Graduate,Yes,Urban,Y
10205,3546.0,212,360,1,Female,Yes,0,Graduate,No,Rural,Y
4734,1758.0,135,360,0,Male,No,2,Graduate,No,Rural,N
9120,0.0,242,180,1,Female,No,0,Graduate,No,Urban,Y
3313,1963.0,111,240,0,Male,Yes,0,Graduate,Yes,Semiurban,Y
2300,5796.0,110,180,1,Female,Yes,1,Graduate,No,Semiurban,Y
9719,2040.0,161,360,0,Female,No,3+,Graduate,No,Semiurban,N
4969,4394.0,117,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
2945,0.0,299,360,0,Male,Yes,2,Graduate,No,Urban,N
5121,0.0,124,360,1,Male,Yes,1,Graduate,No,Urban,Y
6484,0.0,114,360,1,Male,Yes,0,Not Graduate,No,Rural,Y
7204,3248.0,185,360,1,Male,Yes,2,Graduate,No,Rural,Y
2476,0.0,74,360,1,Male,Yes,0,Graduate,No,Urban,Y
4594,4184.0,83,360,1,Male,No,1,Not Graduate,No,Urban,Y
6146,1476.0,307,360,1,Male,Yes,0,Graduate,No,Rural,Y
7197,4944.0,198,360,1,Male,No,0,Not Graduate,No,Urban,Y
4074,2374.0,173,360,1,Male,No,2,Graduate,No,Semiurban,Y
5514,0.0,120,360,1,Female,No,1,Graduate,No,Rural,Y
4728,0.0,150,360,1,Female,Yes,1,Graduate,No,Rural,Y
6574,2974.0,125,360,1,Male,Yes,2,Graduate,Yes,Urban,Y
9563,0.0,133,360,1,Female,Yes,0,Graduate,No,Rural,Y
5231,0.0,219,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
3493,0.0,180,360,1,Male,No,3+,Not Graduate,Yes,Semiurban,Y
4501,3000.0,138,240,1,Female,No,2,Graduate,No,Urban,Y
11932,2373.0,88,360,1,Female,No,0,Graduate,No,Rural,Y
4246,2574.0,359,360,0,Male,Yes,0,Graduate,No,Rural,N
3718,0.0,108,360,1,Male,Yes,1,Graduate,No,Rural,Y
5106,2971.0,220,360,1,Male,No,0,Not Graduate,No,Rural,Y
5775,2749.0,124,360,0,Female,No,2,Graduate,No,Urban,Y
4838,1982.0,168,360,1,Male,Yes,0,Graduate,No,Rural,Y
3318,1583.0,114,360,1,Male,No,1,Graduate,No,Rural,Y
6840,0.0,122,180,1,Male,Yes,2,Graduate,No,Urban,Y
6577,0.0,119,180,1,Male,No,1,Graduate,No,Urban,Y
7948,0.0,163,360,0,Male,Yes,0,Graduate,No,Urban,Y
6516,3864.0,120,360,1,Male,Yes,0,Graduate,No,Urban,Y
11476,0.0,161,360,1,Male,Yes,1,Graduate,No,Rural,Y
8215,5608.0,255,360,1,Female,No,3+,Graduate,No,Urban,Y
7513,4548.0,104,180,1,Female,No,0,Graduate,No,Semiurban,Y
9720,0.0,105,480,1,Female,Yes,0,Graduate,No,Urban,Y
6353,0.0,278,360,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
5561,1580.0,200,180,1,Female,Yes,1,Graduate,Yes,Urban,Y
6808,0.0,157,360,1,Male,Yes,0,Graduate,No,Rural,Y
2871,2254.0,94,360,1,Male,Yes,1,Graduate,Yes,Semiurban,Y
6362,0.0,89,360,1,Male,Yes,1,Graduate,Yes,Semiurban,Y
5773,0.0,114,360,1,Male,No,0,Graduate,No,Urban,Y
7118,0.0,165,360,1,Male,No,2,Graduate,No,Urban,Y
9132,0.0,227,360,1,Female,No,0,Graduate,No,Semiurban,Y
7606,2804.0,163,120,1,Male,Yes,0,Graduate,No,Semiurban,Y
4506,2855.0,167,360,1,Male,Yes,0,Graduate,Yes,Semiurban,Y
8482,0.0,238,360,1,Male,Yes,2,Graduate,No,Rural,Y
11553,0.0,184,480,1,Male,Yes,2,Graduate,No,Urban,Y
9237,8097.0,129,360,1,Male,No,2,Not Graduate,No,Semiurban,Y
3595,1726.0,153,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
7572,2854.0,229,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
3775,0.0,173,360,1,Male,No,0,Not Graduate,No,Rural,Y
5345,0.0,288,240,1,Male,No,1,Graduate,No,Rural,Y
7030,1824.0,121,360,1,Female,No,2,Not Graduate,No,Semiurban,Y
6648,4628.0,108,360,1,Male,Yes,0,Graduate,No,Urban,Y
9157,0.0,178,360,1,Male,Yes,1,Not Graduate,No,Rural,Y
11579,1747.0,162,360,1,Male,Yes,0,Graduate,No,Urban,Y
7327,2434.0,104,360,1,Female,Yes,2,Graduate,No,Urban,Y
5185,0.0,125,360,0,Female,Yes,3+,Graduate,No,Urban,Y
2909,0.0,256,360,1,Male,Yes,2,Graduate,No,Urban,N
10176,0.0,187,360,0,Female,Yes,0,Graduate,No,Semiurban,N
5785,0.0,128,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
5908,2164.0,112,360,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
6102,2160.0,138,360,1,Female,Yes,2,Graduate,No,Rural,Y
7186,0.0,225,240,1,Male,Yes,0,Graduate,No,Semiurban,Y
7275,0.0,160,360,1,Female,No,2,Not Graduate,No,Semiurban,Y
5379,2415.0,152,360,1,Male,Yes,1,Graduate,No,Urban,Y
5762,0.0,229,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
4697,1725.0,106,360,1,Male,No,0,Not Graduate,No,Rural,Y
4504,0.0,119,180,1,Male,Yes,1,Graduate,No,Urban,Y
4496,4258.0,165,360,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
5735,1250.0,152,360,1,Female,Yes,1,Not Graduate,No,Rural,Y
4181,2800.0,141,360,1,Male,Yes,0,Graduate,No,Urban,Y
2268,3044.0,233,360,0,Male,No,2,Graduate,No,Urban,N
5150,1700.0,83,360,1,Male,No,2,Graduate,No,Urban,Y
3670,0.0,109,180,1,Male,No,1,Not Graduate,No,Semiurban,Y
6274,0.0,109,360,1,Female,No,2,Graduate,No,Urban,Y
4690,0.0,194,360,1,Male,No,1,Graduate,No,Urban,Y
7223,2202.0,133,180,1,Male,Yes,1,Graduate,No,Semiurban,Y
3786,1878.0,341,180,1,Female,Yes,3+,Graduate,Yes,Urban,N
3060,2272.0,238,360,1,Male,Yes,2,Graduate,No,Urban,Y
5767,0.0,134,360,1,Male,Yes,1,Graduate,No,Urban,Y
5065,0.0,192,240,1,Male,No,0,Graduate,No,Semiurban,Y
3563,2854.0,188,180,0,Female,Yes,0,Graduate,No,Rural,N
8217,0.0,266,360,0,Male,Yes,0,Not Graduate,No,Rural,N
4013,2742.0,143,360,1,Female,Yes,1,Graduate,Yes,Urban,Y
4425,0.0,127,120,1,Male,No,2,Not Graduate,No,Semiurban,Y
8896,4252.0,183,360,1,Male,No,1,Not Graduate,No,Rural,Y
7400,2958.0,143,180,1,Male,No,2,Graduate,No,Semiurban,Y
3859,3005.0,200,360,1,Female,No,0,Graduate,No,Semiurban,Y
5243,0.0,253,180,1,Male,No,0,Graduate,No,Semiurban,Y
3726,4783.0,113,360,1,Male,Yes,2,Not Graduate,No,Semiurban,Y
8612,1589.0,124,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
8610,0.0,244,360,1,Male,Yes,2,Graduate,No,Urban,Y
12363,0.0,157,360,1,Male,No,1,Graduate,Yes,Urban,Y
14595,2474.0,159,180,1,Male,No,0,Graduate,No,Urban,Y
4669,1351.0,228,180,1,Male,Yes,2,Graduate,Yes,Rural,Y
8012,4891.0,151,360,1,Female,Yes,3+,Graduate,No,Rural,Y
2933,3920.0,211,360,1,Male,Yes,0,Graduate,No,Rural,Y
6470,0.0,116,360,1,Male,Yes,0,Graduate,No,Urban,Y
7135,2875.0,136,360,1,Female,Yes,0,Graduate,No,Rural,Y
4091,0.0,271,360,1,Male,Yes,1,Graduate,No,Urban,Y
4560,1633.0,158,360,1,Male,Yes,1,Graduate,No,Rural,Y
8635,1798.0,114,360,1,Female,No,0,Not Graduate,No,Urban,Y
7210,0.0,113,120,1,Male,Yes,0,Graduate,No,Semiurban,Y
11631,3608.0,152,360,1,Female,Yes,0,Graduate,No,Rural,Y
11011,3422.0,215,360,1,Female,Yes,1,Not Graduate,Yes,Urban,Y
3159,1191.0,71,240,1,Male,No,2,Graduate,No,Urban,Y
4847,2367.0,130,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
3939,3008.0,188,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
8157,0.0,170,360,1,Male,Yes,1,Not Graduate,No,Rural,Y
6736,1352.0,181,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
4035,5786.0,120,360,0,Female,Yes,2,Graduate,No,Urban,Y
4263,1368.0,164,360,1,Male,Yes,0,Graduate,Yes,Rural,Y
9908,5836.0,231,360,1,Female,No,2,Graduate,No,Rural,Y
5061,2738.0,134,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
2806,3185.0,161,180,1,Male,No,2,Graduate,No,Semiurban,Y
3908,0.0,87,360,1,Female,Yes,0,Graduate,No,Rural,Y
12746,3168.0,187,360,1,Male,No,2,Not Graduate,No,Semiurban,Y
9009,3527.0,122,360,1,Male,No,0,Graduate,No,Urban,Y
3646,2721.0,101,360,1,Male,No,2,Graduate,No,Urban,Y
6469,3411.0,130,180,1,Female,No,0,Graduate,No,Urban,Y
8765,0.0,191,360,0,Male,Yes,0,Not Graduate,No,Semiurban,N
3146,0.0,123,240,1,Male,Yes,0,Graduate,No,Semiurban,Y
9194,2085.0,107,360,1,Male,No,1,Graduate,No,Semiurban,Y
7181,1274.0,202,360,0,Male,Yes,1,Graduate,No,Semiurban,Y
4459,1566.0,113,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
7667,1328.0,333,360,1,Female,No,2,Graduate,No,Rural,Y
6775,2300.0,227,240,0,Female,No,2,Graduate,No,Urban,N
6969,1694.0,272,240,1,Female,No,0,Not Graduate,No,Semiurban,Y
6373,2678.0,166,360,1,Female,No,0,Graduate,No,Rural,Y
4206,1371.0,121,360,1,Female,Yes,2,Graduate,No,Urban,Y
4496,0.0,234,360,1,Male,No,2,Graduate,No,Urban,Y
5444,2624.0,104,120,1,Male,Yes,3+,Graduate,No,Rural,Y
6113,1891.0,84,180,0,Female,No,2,Graduate,No,Rural,N
7861,0.0,182,360,1,Male,No,2,Graduate,Yes,Semiurban,Y
12888,0.0,98,180,1,Male,No,1,Graduate,Yes,Semiurban,Y
6594,1615.0,152,360,0,Female,Yes,0,Graduate,No,Semiurban,Y
7801,0.0,149,360,1,Male,Yes,1,Graduate,No,Rural,Y
8570,2856.0,211,180,1,Male,Yes,2,Graduate,Yes,Rural,Y
8039,0.0,102,360,0,Female,Yes,0,Graduate,No,Urban,Y
4149,1729.0,93,360,0,Female,Yes,1,Not Graduate,No,Urban,Y
10323,1674.0,145,360,1,Male,No,2,Graduate,Yes,Rural,Y
9605,0.0,68,360,1,Female,No,0,Graduate,No,Semiurban,Y
6338,1886.0,177,360,1,Male,Yes,2,Graduate,No,Urban,Y
4238,0.0,171,360,1,Male,Yes,2,Not Graduate,No,Rural,Y
6074,5823.0,172,360,1,Female,No,0,Graduate,No,Urban,Y
3264,0.0,144,360,1,Female,Yes,3+,Graduate,No,Semiurban,Y
10928,0.0,302,360,1,Female,No,1,Graduate,No,Rural,Y
4650,6592.0,184,240,1,Female,No,0,Graduate,No,Rural,Y
5335,0.0,203,360,1,Male,No,1,Graduate,No,Urban,Y
10577,3262.0,126,360,1,Female,No,0,Graduate,No,Semiurban,Y
10014,3552.0,145,480,1,Female,Yes,1,Graduate,No,Rural,Y
6886,0.0,115,360,1,Male,Yes,2,Graduate,Yes,Semiurban,Y
11671,4016.0,164,180,1,Female,Yes,0,Graduate,No,Urban,Y
4102,4956.0,116,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6887,0.0,205,240,1,Male,Yes,2,Graduate,No,Rural,Y
4114,4801.0,155,360,1,Male,No,0,Not Graduate,No,Rural,Y
9347,0.0,63,120,1,Male,Yes,1,Graduate,No,Semiurban,Y
9203,2193.0,112,360,1,Male,Yes,2,Graduate,No,Urban,Y
12050,0.0,261,360,1,Male,No,1,Graduate,No,Urban,Y
5999,1726.0,269,360,0,Female,Yes,0,Graduate,No,Urban,Y
13594,3617.0,193,180,1,Female,No,0,Not Graduate,No,Urban,Y
3993,1818.0,145,360,1,Male,Yes,0,Graduate,No,Urban,Y
5869,3421.0,247,360,1,Female,Yes,0,Graduate,No,Urban,Y
4044,2747.0,149,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
6499,4496.0,242,360,0,Female,Yes,0,Graduate,No,Semiurban,N
4169,5435.0,163,360,1,Male,No,2,Graduate,No,Urban,Y
9358,0.0,140,360,1,Female,Yes,2,Graduate,Yes,Rural,Y
7280,3134.0,204,180,1,Female,No,0,Graduate,No,Semiurban,Y
3876,0.0,108,360,1,Male,No,0,Not Graduate,No,Semiurban,Y
8412,1633.0,116,360,1,Female,Yes,1,Graduate,No,Rural,Y
11294,3649.0,95,360,1,Female,No,1,Graduate,No,Rural,Y
7577,0.0,184,360,0,Male,Yes,1,Graduate,No,Rural,N
3500,3918.0,152,360,0,Female,No,3+,Graduate,No,Rural,N
5646,0.0,424,360,1,Male,No,1,Not Graduate,No,Rural,Y
7990,1631.0,187,360,1,Male,Yes,0,Graduate,No,Rural,Y
5434,4133.0,139,120,0,Male,Yes,2,Graduate,No,Rural,N
3975,5974.0,148,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
9832,1935.0,170,180,1,Female,Yes,1,Graduate,No,Urban,Y
5343,1462.0,126,180,1,Female,No,2,Graduate,No,Rural,Y
11297,1325.0,72,360,1,Male,Yes,0,Not Graduate,Yes,Rural,Y
4857,0.0,96,240,0,Male,Yes,1,Graduate,No,Semiurban,N
5221,3356.0,132,240,1,Female,No,2,Not Graduate,No,Rural,Y
4714,0.0,88,360,1,Male,Yes,1,Not Graduate,Yes,Rural,Y
5607,2248.0,156,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
7230,0.0,226,180,1,Female,Yes,1,Graduate,No,Semiurban,Y
4048,0.0,116,360,1,Female,No,0,Not Graduate,No,Rural,Y
3787,0.0,133,180,1,Female,No,0,Graduate,No,Semiurban,Y
3126,3514.0,148,360,1,Female,Yes,0,Not Graduate,No,Rural,Y
3018,2332.0,140,360,1,Female,Yes,1,Graduate,Yes,Rural,Y
3513,1525.0,157,360,0,Female,Yes,1,Graduate,Yes,Urban,N
4845,0.0,78,360,1,Male,Yes,2,Graduate,No,Rural,Y
6451,3727.0,236,240,1,Male,Yes,1,Not Graduate,Yes,Rural,Y
7063,2535.0,144,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
6329,2541.0,112,360,1,Female,No,2,Graduate,No,Urban,Y
10710,0.0,174,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
12260,0.0,222,360,1,Male,No,0,Graduate,No,Urban,Y
5353,4544.0,106,180,1,Male,Yes,0,Not Graduate,No,Urban,Y
4072,0.0,177,360,1,Female,No,0,Graduate,No,Rural,Y
13992,2790.0,251,240,0,Female,No,0,Not Graduate,No,Rural,N
9682,0.0,252,360,1,Male,Yes,0,Graduate,No,Urban,Y
9366,1829.0,207,360,1,Female,No,0,Not Graduate,No,Urban,Y
4771,1907.0,127,120,1,Female,No,1,Graduate,No,Urban,Y
8503,0.0,108,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
6350,2089.0,116,360,1,Male,Yes,3+,Graduate,No,Semiurban,Y
5821,0.0,250,360,0,Female,Yes,1,Graduate,No,Urban,N
5817,0.0,192,360,1,Male,Yes,2,Graduate,No,Urban,Y
7370,1852.0,209,360,1,Female,Yes,2,Graduate,No,Urban,Y
10868,0.0,153,360,1,Male,No,0,Graduate,No,Semiurban,Y
14542,2800.0,81,240,0,Male,Yes,0,Not Graduate,No,Semiurban,Y
5088,1101.0,176,180,0,Male,Yes,2,Not Graduate,No,Semiurban,N
6498,0.0,112,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
5762,3225.0,229,360,1,Female,No,1,Graduate,No,Rural,Y
7165,3461.0,116,240,1,Male,No,2,Not Graduate,No,Rural,Y
5479,0.0,168,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
13400,0.0,195,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
4564,0.0,429,360,1,Female,No,1,Graduate,No,Semiurban,N
5091,6485.0,151,360,0,Female,Yes,2,Graduate,No,Urban,N
4798,4808.0,153,360,1,Male,No,1,Graduate,No,Rural,Y
5650,0.0,230,360,1,Female,No,0,Graduate,Yes,Semiurban,Y
3595,2741.0,144,360,1,Male,No,0,Not Graduate,Yes,Semiurban,Y
4832,4269.0,134,120,0,Female,No,1,Not Graduate,No,Urban,N
7136,0.0,122,360,1,Female,Yes,1,Graduate,No,Urban,Y
7114,0.0,160,180,1,Male,Yes,0,Graduate,No,Rural,Y
6651,2872.0,129,360,1,Female,Yes,1,Not Graduate,No,Urban,Y
10440,2099.0,258,180,1,Male,Yes,0,Graduate,No,Urban,Y
